name,followers_count,following_count,statuses_count,listed_count,date
jaryjah love,0.0,0.0,1.0,0.0,2013/01/28
"Ikhlas


 ₹~*All",0.0,1.0,2.0,0.0,2012/10/22
zozochan,1,21,1,0,2009/08/26
ann kelly,2,1,4,0,2009/09/14
mikah,0.0,2.0,5.0,0.0,2012/07/07
Linda Airheart,5,1,1,0,2009/07/12
Funny Links,175,551,47,3,2009/03/13
Wasim Mahmood,1.0,1.0,1.0,0.0,2011/12/31
kiwana emmanuel,5.0,7.0,2.0,0.0,2010/08/29
rier Lembo,0.0,6.0,2.0,0.0,2013/07/12
patry,0.0,1.0,13.0,0.0,2013/08/13
JAZMINE MENA,14.0,4.0,3.0,0.0,2012/01/03
Theelho(dhira),6.0,10.0,77.0,0.0,2012/07/07
Achyut Pokharel,87.0,398.0,66.0,0.0,2010/01/26
Vanessa F. Fantuci,11.0,59.0,13.0,0.0,2013/04/04
Tshegofatso,1.0,2.0,2.0,0.0,2013/08/15
هايدي,0.0,2.0,1.0,0.0,2012/10/01
오해운,639.0,631.0,97.0,1.0,2012/06/29
Funny  Quotes,3.0,10.0,5.0,0.0,2012/07/23
おまっぴー,3.0,5.0,1.0,0.0,2010/09/15
BlessMyHeart,4.0,11.0,126.0,0.0,2012/06/10
JesS,2.0,2.0,2.0,0.0,2011/01/15
deebalhalabi,0.0,11.0,1.0,0.0,2013/08/13
الشهراني,7.0,25.0,18.0,0.0,2013/04/13
Rosa Quispe,33.0,50.0,79.0,0.0,2012/07/01
Laura Damp,83.0,209.0,1050.0,0.0,2011/06/25
Fernando Felipe,1.0,7.0,6.0,0.0,2011/08/24
Wajiha Kanji,24.0,26.0,245.0,0.0,2012/06/06
CodingBat Solutions,9.0,15.0,8.0,0.0,2012/06/07
Manaud Philippe,4.0,19.0,1.0,0.0,2011/03/05
 me! noor✌,34.0,117.0,6.0,0.0,2013/08/03
KEPO deh KAMU☺♥,7.0,8.0,234.0,0.0,2011/11/10
Elenya,4.0,19.0,16.0,0.0,2013/06/10
제혜린,43.0,71.0,175.0,0.0,2012/10/09
Bruno Rafael Santos,13.0,83.0,5.0,0.0,2013/01/10
Cool Story Bro...,102.0,153.0,124.0,0.0,2012/09/11
gabriela garza,2.0,5.0,3.0,0.0,2011/12/28
TAYSON,1.0,24.0,4.0,0.0,2013/02/15
Thijs Rupert,104.0,67.0,271.0,0.0,2010/08/16
Kenneth Smith,0.0,2.0,1.0,0.0,2011/07/19
Nazeera,14.0,48.0,111.0,0.0,2011/04/08
Débora Ribeiro,294.0,280.0,7090.0,2.0,2010/05/18
willian pessini,1.0,4.0,2.0,0.0,2010/01/14
Rin Kagamine,0.0,0.0,1.0,0.0,2011/11/26
manuel maia,1,3,2,0,2009/04/18
WHATEVERBALI,0.0,11.0,2.0,0.0,2013/05/18
jorge mejia,0.0,11.0,2.0,0.0,2013/07/25
José Mauro Tibúrcio,1.0,4.0,2.0,0.0,2012/05/01
Elvisgue,11.0,13.0,24.0,0.0,2013/03/05
nirmalv,0.0,3.0,1.0,0.0,2011/12/28
Natália D'amaco,78.0,227.0,307.0,0.0,2011/09/13
sammy glass,37.0,226.0,28.0,0.0,2013/05/07
madoree,0.0,2.0,3.0,0.0,2010/03/09
♣,69.0,166.0,28.0,0.0,2013/05/21
Ricardo de la Cruz G,0.0,1.0,1.0,0.0,2013/05/18
Tester,0.0,0.0,583.0,0.0,2009/12/20
humberto freitas,0.0,0.0,3.0,0.0,2012/04/04
roxie phoebe,1.0,11.0,1.0,0.0,2013/01/03
della morte francesc,2.0,36.0,1.0,0.0,2011/11/23
Jay,0.0,2.0,6.0,0.0,2011/01/25
sameir fathy,0.0,20.0,1.0,0.0,2013/04/27
Tyrell Nickens,9,78,1357,0,2009/04/27
cornelia,16.0,56.0,125.0,0.0,2012/04/25
عبدالله الانسانية,4.0,27.0,3.0,0.0,2012/03/27
baba getry,1,1,1,0,2009/10/28
Maryjane Agao,0.0,50.0,7.0,0.0,2013/03/11
Brianna Kimbrough,447,339,5956,0,2009/05/11
Seilla Dian Melinda,342.0,212.0,17310.0,11.0,2010/10/05
stefano tortola,0.0,6.0,1.0,0.0,2012/10/11
Will Blackford,38.0,69.0,2.0,0.0,2013/08/01
dirya kinta ayada,1.0,6.0,1.0,0.0,2013/05/19
Follow me Royce!!!,234.0,534.0,1082.0,0.0,2012/12/28
Kenneth Trangia,35.0,365.0,38.0,0.0,2013/02/12
lynn geary,3.0,0.0,1.0,0.0,2011/09/07
Piercy300c,41.0,1976.0,1.0,0.0,2011/11/15
조민희,2.0,4.0,1.0,0.0,2010/11/15
emafanpeña,4.0,10.0,3.0,0.0,2012/02/01
Baijuganeshan,1.0,2.0,1.0,0.0,2010/05/14
Martin Aponte,16.0,18.0,1.0,0.0,2011/07/28
ClinicalStaffingRes,3.0,1.0,8.0,0.0,2013/08/07
David Bustamante,6.0,70.0,5.0,0.0,2012/11/10
Nyla Cashion,4.0,253.0,47.0,0.0,2013/07/14
Bonheur,3.0,4.0,264.0,0.0,2013/03/02
ドナルド・マクドナルド,2.0,10.0,2.0,0.0,2012/01/21
宮藤　るしあ,7.0,8.0,15.0,0.0,2010/03/13
donna running rabbit,0.0,7.0,11.0,0.0,2010/05/21
Free D.N.A,359.0,308.0,11712.0,0.0,2013/01/08
Ramon Medeiros,418.0,789.0,1093.0,0.0,2010/05/17
hendiyana,7.0,0.0,1.0,0.0,2010/06/20
Drago Spliffy,43.0,210.0,418.0,0.0,2012/05/25
Brooke N. Varnado,193.0,106.0,1331.0,0.0,2010/11/03
Ivan moreno domingue,0.0,1.0,4.0,0.0,2013/03/03
Jeff Angelini,4.0,17.0,7.0,0.0,2013/06/29
Dawn Sturgeon,20.0,96.0,13.0,1.0,2010/06/03
Cassey Janah,2.0,2.0,5.0,0.0,2011/03/19
davide baronchelli.,3.0,10.0,2.0,0.0,2013/04/09
Seputar Sepakbola,4.0,0.0,2.0,0.0,2013/01/20
이준호,10.0,14.0,49.0,0.0,2011/01/20
Irma Ren,0.0,0.0,193.0,0.0,2013/07/02
Bianca thayla,11.0,110.0,1.0,0.0,2012/12/02
Faith,4.0,24.0,19.0,0.0,2013/08/12
Jeonghyeon Kim,7.0,8.0,382.0,0.0,2010/10/13
keepemsweet .com,26.0,31.0,29.0,0.0,2010/09/01
mikahyafrierson,8.0,38.0,1.0,1.0,2010/07/23
Belinda Filmer,2.0,6.0,2.0,0.0,2011/03/03
pradeep,0.0,7.0,1.0,0.0,2012/12/25
Nu'man Latief,40.0,129.0,79.0,0.0,2010/01/14
stsn,11.0,8.0,12.0,0.0,2013/06/03
aziz,0.0,9.0,1.0,0.0,2013/07/19
ღ N A T Á Ł I A ღ,6280.0,6282.0,5514.0,3.0,2013/01/21
Евгений,16.0,8.0,1004.0,0.0,2011/10/22
Neymar*-*,2.0,10.0,36.0,0.0,2013/04/27
kailey montez,3.0,0.0,1.0,0.0,2010/09/18
Kundansharma,0.0,7.0,1.0,0.0,2013/04/04
Foster Ortega,48.0,259.0,22.0,0.0,2011/10/09
鮗鯰@でん,154.0,145.0,7846.0,10.0,2013/07/16
роман,0.0,0.0,2.0,0.0,2012/09/09
けいの,0.0,0.0,2.0,0.0,2013/01/27
Sweet Heart Apparel,135.0,420.0,75.0,0.0,2012/08/07
aNiS SyAhIrA,35.0,21.0,5.0,0.0,2013/04/17
Rebecca Bernadetta,122.0,117.0,790.0,1.0,2010/03/11
Guy Whisperer,0.0,0.0,2.0,0.0,2012/05/16
precious,2.0,375.0,10.0,0.0,2011/08/24
Dede Ifan Fauzi,11.0,13.0,4.0,0.0,2013/02/21
冰翼,0.0,7.0,2.0,0.0,2013/01/05
Harry J,105.0,182.0,149.0,1.0,2011/09/28
Queen Roberts,0.0,1.0,2.0,0.0,2012/04/16
Debra Clements,25,54,287,0,2009/06/15
Terry Johnson,1.0,2.0,6.0,0.0,2011/10/09
خالد,1.0,16.0,1.0,0.0,2013/02/24
Sergio Placanica,1.0,0.0,10.0,0.0,2009/12/30
tryingtobegreen,98,46,65,4,2008/04/19
Angela Atencio,0.0,2.0,2.0,0.0,2012/08/25
injunable,1.0,6.0,70.0,0.0,2013/03/12
kelcee sharp,0.0,0.0,4.0,0.0,2012/02/12
ardhiansyah,17.0,32.0,43.0,0.0,2011/11/01
nena,4.0,19.0,1.0,0.0,2011/01/26
Debbie Frapp,20.0,13.0,94.0,2.0,2012/01/27
bernice vance,0.0,0.0,15.0,0.0,2013/01/31
Mukhtar,2.0,19.0,1.0,0.0,2012/03/27
pete morton,6,6,4,0,2009/06/22
發財劉,0.0,0.0,1.0,0.0,2013/01/11
Jamie,1305,962,10646,8,2009/06/06
Jellyfish,0.0,3.0,1.0,0.0,2013/05/18
Adhary Qurbi,7.0,40.0,33.0,0.0,2012/03/18
feride seri,1.0,28.0,3.0,0.0,2011/05/03
CrazyDirectioner,551.0,1245.0,441.0,1.0,2012/01/22
gustavo,1.0,4.0,1.0,0.0,2012/07/11
Stephen DiMarco,1236.0,465.0,17063.0,0.0,2011/09/08
やまもと,43.0,91.0,49.0,9.0,2010/07/23
Ashley,20.0,20.0,105.0,0.0,2012/03/06
Mief Abdie,12.0,84.0,1.0,0.0,2012/11/30
heosh ♥$,3.0,9.0,2.0,0.0,2012/08/22
Yori Indrayani,6.0,7.0,1.0,0.0,2010/04/10
danial.2022,0.0,4.0,18.0,0.0,2012/10/05
mohamad fahrul aziz,4.0,12.0,4.0,0.0,2013/01/02
Super,60.0,20.0,127.0,1.0,2010/03/22
Havva Tunç,73.0,68.0,313.0,0.0,2013/02/04
belieber,1.0,2.0,1.0,0.0,2013/02/01
tabia jan,0.0,2.0,1.0,0.0,2012/10/06
Adriana Alves,6.0,40.0,41.0,0.0,2012/01/09
zidiq bendol,2.0,75.0,3.0,0.0,2013/05/25
Bharath P,8.0,9.0,1.0,0.0,2010/05/16
gunawan kece :P,141.0,350.0,983.0,0.0,2012/12/11
 Sheaaa,32.0,63.0,31.0,0.0,2012/12/14
さくちゃん,4.0,10.0,86.0,0.0,2011/08/05
Dr. µ,41.0,22.0,53.0,0.0,2010/01/27
d37346pzb h1l34vk440,0.0,0.0,127.0,0.0,2012/10/15
浦上賢治,0.0,0.0,31.0,0.0,2012/06/22
indahseecewegcancerg,1.0,7.0,1.0,0.0,2011/12/02
Kana,59.0,60.0,763.0,0.0,2010/12/14
Chesney Murphy,70,164,783,0,2009/03/03
vitor,0,0,2,0,2009/09/02
chamasabido,27.0,86.0,209.0,0.0,2012/12/27
Ra'ed,0.0,9.0,2.0,0.0,2013/07/20
MARLENE,0.0,40.0,4.0,0.0,2013/07/31
Theodore,159.0,85.0,1298.0,0.0,2010/09/04
Goh Wee Tian,1.0,9.0,4.0,0.0,2011/10/29
GGGGG-dragon,4.0,39.0,130.0,0.0,2012/10/20
gunji,54.0,52.0,1168.0,3.0,2011/08/22
rhynii,10.0,59.0,29.0,0.0,2012/12/22
Barry Pryor,2,4,30,0,2009/05/04
marcy silvestri,0.0,38.0,1.0,0.0,2012/04/23
⚡Caitlin⚡,11.0,56.0,125.0,0.0,2012/07/29
YeaMymother ps3 me,2.0,4.0,9.0,0.0,2013/06/03
saltuk buğra,0.0,14.0,2.0,0.0,2012/06/29
Renee,5.0,33.0,162.0,0.0,2011/06/19
Jake Hill,5.0,0.0,1.0,0.0,2011/11/20
benjamin sabin,4,7,14,0,2009/05/04
デーヴィン,34.0,128.0,60.0,0.0,2012/10/16
виктория гашутина,0.0,0.0,1.0,0.0,2011/12/24
Ingrid Jurik,0,0,4,0,2009/06/27
Mottel friedman,0.0,14.0,4.0,0.0,2012/03/15
PortablePetGroomers,20.0,0.0,31.0,2.0,2010/01/21
HAMAYUN KHAN,0.0,4.0,4.0,0.0,2012/06/09
Todd Anderson,1.0,15.0,19.0,0.0,2012/01/24
Valrie Wicklund,174.0,577.0,103.0,0.0,2012/02/14
camryntrusty,0.0,5.0,1.0,0.0,2013/08/17
Pietro Fontanezzi,277.0,72.0,104.0,0.0,2010/06/29
Cecil Morales,1.0,11.0,16.0,0.0,2012/11/02
Meliza Valdez Diaz,6.0,52.0,4.0,0.0,2010/07/13
Lisa tee,5.0,27.0,66.0,0.0,2011/08/27
Chrisma,4,36,8,0,2009/07/21
jenny,3,24,1,0,2009/06/24
Hiro&Nagasaki,11.0,4.0,1.0,0.0,2012/05/07
Tim Emptage,41.0,61.0,229.0,0.0,2011/02/02
DIAMONDDAVIN,3.0,40.0,4.0,0.0,2012/04/06
amanda morin,32.0,89.0,8.0,0.0,2013/05/25
serdar,9.0,8.0,5.0,0.0,2010/07/01
Casie Parrish,5.0,35.0,7.0,0.0,2013/08/04
▽ Thalyta ▽,354.0,629.0,416.0,3.0,2011/07/19
Lumen Naturae,26.0,82.0,11.0,0.0,2012/07/23
نيفين الجندى,1.0,1.0,9.0,0.0,2013/05/17
Shanae,0.0,46.0,3.0,0.0,2012/05/06
Cindy Etheridge,2.0,4.0,1.0,0.0,2010/12/30
nana,0.0,0.0,4.0,0.0,2012/08/16
daniiid.,0.0,3.0,1.0,1.0,2010/07/09
Mar Martinez,43.0,43.0,499.0,0.0,2012/09/21
kengton,2.0,2.0,2.0,0.0,2010/10/16
asma zain,0.0,19.0,2.0,0.0,2012/08/12
jackie slimp,0.0,0.0,1.0,0.0,2011/01/31
Mel _AFC_UB,761.0,1168.0,6485.0,1.0,2011/06/23
Matt Griffeth,65.0,74.0,1026.0,0.0,2011/07/28
ラフィキ,11.0,12.0,45.0,2.0,2011/03/23
deborah ann,0.0,4.0,1.0,0.0,2011/10/26
Erika B,2.0,16.0,5.0,0.0,2011/12/25
Leenayoung_이나영,4.0,2.0,3.0,0.0,2010/11/25
Sabah Babaie,40.0,125.0,19.0,0.0,2012/01/06
bieber biliver,5.0,17.0,12.0,0.0,2013/08/25
hannah b.,1.0,0.0,1.0,0.0,2010/04/11
ValleyBoyTait,422,786,2070,2,2009/07/22
Kiara Jones,96.0,195.0,60.0,2.0,2011/12/27
sandradolorestellez,2.0,1.0,15.0,0.0,2011/03/03
Mody Mohi,520.0,1963.0,153.0,0.0,2011/02/03
MEILINASARI,2.0,8.0,138.0,0.0,2013/08/27
Шматов Валентин,0.0,7.0,2.0,0.0,2013/03/14
Ирина,6.0,631.0,57.0,0.0,2012/04/19
Damarr Lovett,3.0,7.0,1.0,0.0,2011/10/17
ElectroAds,425.0,554.0,1439.0,3.0,2010/10/13
Salma Samir,147.0,800.0,1175.0,0.0,2012/05/09
Hanneke de Visser,13.0,45.0,13.0,0.0,2012/01/26
Luci-Boy Eventos,31.0,161.0,246.0,0.0,2012/02/16
Taylor Coneeny,1.0,0.0,3.0,0.0,2010/11/12
steve mcqueen,1,6,6,0,2009/10/09
Elimar Linarez,3.0,26.0,4.0,0.0,2013/08/10
martavious,3.0,4.0,2.0,0.0,2013/04/12
Debbie Lawson,5,8,54,0,2009/05/10
3atef,682.0,1986.0,5241.0,0.0,2011/12/27
jasmine day,134.0,143.0,1566.0,0.0,2011/04/26
afolabi kehinde,4.0,1.0,9.0,0.0,2010/09/23
Kev Simpson,6,20,2,0,2009/03/21
TwilightFun,4,28,11,0,2009/10/15
どん,0.0,0.0,33.0,0.0,2012/11/26
Milagros Δ,278.0,108.0,5365.0,0.0,2011/05/08
．,0.0,0.0,2.0,0.0,2013/08/04
Bigga Zo,129,191,9151,4,2009/08/17
Sofia Agustina,292.0,218.0,17873.0,0.0,2010/10/16
ewan,134.0,211.0,5864.0,0.0,2009/12/26
غرور,0.0,7.0,2.0,0.0,2011/11/26
RandomTweets,4.0,3.0,9.0,0.0,2013/05/16
Ronaldo hernandez,2.0,0.0,1.0,0.0,2011/03/10
yaklin sabouh,6.0,21.0,1.0,0.0,2011/01/20
Tina Resch,0,0,2,0,2009/08/08
Febe D Bruycker,60.0,76.0,48.0,2.0,2012/09/24
เพ็ญนภาพร พานทอง,0.0,0.0,1.0,0.0,2013/04/01
KONAN GO ACTION!!,40.0,30.0,222.0,0.0,2012/07/29
ibrah jawwad,0.0,4.0,1.0,0.0,2013/01/22
Luba Chernov,0.0,8.0,2.0,0.0,2011/11/26
UniqueiZME,0.0,2.0,1.0,0.0,2011/05/17
岡崎　信治郎,49.0,113.0,1032.0,4.0,2011/05/03
ireen massis,19.0,19.0,4.0,0.0,2010/04/14
Carlos LIGA,6.0,29.0,67.0,0.0,2010/10/26
 fatima akash,19.0,84.0,7.0,0.0,2013/06/08
ESRA ERDOĞAN,0.0,1.0,1.0,0.0,2010/06/25
マリーのこぼしたハーブティー,587.0,82.0,11264.0,9.0,2012/06/26
damla deren,0.0,3.0,1.0,0.0,2012/07/02
Des♡,235.0,261.0,2691.0,0.0,2013/04/22
julian buitenhuis,19.0,75.0,38.0,0.0,2012/11/26
cintia,0.0,1.0,2.0,0.0,2011/10/19
louanne angevin,4.0,15.0,11.0,0.0,2013/01/13
franklin martinez,3.0,6.0,11.0,0.0,2011/02/01
Street,174.0,591.0,207.0,4.0,2010/12/05
Charidee Permann,149.0,124.0,224.0,0.0,2013/02/11
crislary,1.0,40.0,1.0,0.0,2012/01/25
Cristiano Pinheiro,48,299,25,0,2009/09/25
no longer a usar,2.0,0.0,3491.0,0.0,2010/03/29
Monique Karine,6.0,13.0,1.0,0.0,2010/11/27
Rangga Silvano,371.0,891.0,114.0,1.0,2012/04/12
Deu,297.0,515.0,2046.0,0.0,2010/04/01
Dr. Jaime Acosta,23.0,3.0,38.0,0.0,2011/10/31
Mert,0.0,1.0,2.0,0.0,2011/08/02
wahid noor afridi,1.0,1.0,1.0,0.0,2012/01/28
Ｋやま,5.0,9.0,20.0,0.0,2011/07/26
"Loraine Berens 
",0.0,0.0,8.0,0.0,2012/02/24
A nega do Lanza,105.0,91.0,1849.0,4.0,2010/12/23
walker,0.0,0.0,1.0,0.0,2013/07/23
Risislor,0.0,0.0,2.0,0.0,2013/03/12
Игорь Антонов,9.0,83.0,3.0,0.0,2011/04/27
ぷ氏ギバナ,44.0,44.0,1322.0,1.0,2012/09/29
Questria King,19,11,1,0,2009/04/06
Davaadorj,3.0,5.0,1.0,0.0,2011/09/09
Marcia Oliveira,1,1,1,0,2009/09/24
Gerehbagoezz,7.0,8.0,43.0,0.0,2012/06/08
Abimbola Agboola,1.0,0.0,2.0,0.0,2012/03/31
surf pichilemu,67.0,39.0,10.0,0.0,2012/08/03
Ashley Betts,7,7,16,0,2009/05/01
Behnam Adib - CODON,8.0,19.0,35.0,0.0,2010/11/26
Roman Podervyanskiy,0.0,0.0,41.0,0.0,2013/06/05
sayedzakirazmi,0.0,11.0,4.0,0.0,2013/03/09
Leonardo Vasconcello,0.0,1.0,17.0,0.0,2012/12/07
Stormy Carter,0.0,0.0,1.0,0.0,2010/06/18
farzana ali,0.0,10.0,1.0,0.0,2012/08/25
Marcella Duarte,0,1,1,0,2009/08/25
tina agustin,12.0,100.0,10.0,0.0,2012/12/19
Andrew Vandermeer,0.0,13.0,1.0,0.0,2011/08/03
نجمة الخليج,1.0,1.0,3.0,0.0,2013/01/12
Brian Waltz,42.0,40.0,359.0,0.0,2011/09/30
vandana,15,57,8,0,2009/06/17
Sae Oh,0,9,1,0,2009/06/08
戸出文枝,1.0,1.0,12.0,0.0,2011/05/07
HeeKyeongKim,2.0,9.0,7.0,0.0,2010/07/24
mohamed,1.0,0.0,7.0,0.0,2011/01/25
TMJ-TOL Media Jobs,182,175,1,0,2009/03/15
ilham,1.0,3.0,8.0,0.0,2012/08/08
ασ̵̵‎​σ̵̵dч,33.0,166.0,315.0,0.0,2012/08/05
Polaris,350.0,1336.0,948.0,2.0,2012/03/29
jane moss,23,152,101,0,2009/06/27
au,6.0,6.0,6.0,0.0,2012/10/13
Ryan Thorp,1.0,0.0,2.0,0.0,2012/09/19
noora,20.0,25.0,5.0,0.0,2012/01/07
هَـمـّـسُ حــٍوااءٌ,5501.0,49.0,11496.0,2.0,2011/08/23
Mcgrath Russell,0.0,29.0,1.0,0.0,2012/03/12
JM Carson,11.0,52.0,8.0,0.0,2011/06/07
Zachary Calvo,108,160,4245,1,2009/11/22
Junior Fernandes,28.0,46.0,70.0,0.0,2013/06/05
otuyemi david,3.0,16.0,2.0,0.0,2010/12/24
Miradas al Uritorco,36.0,41.0,193.0,0.0,2012/09/11
NORMA VALDEZ,4.0,25.0,14.0,0.0,2010/11/08
じゃい,0.0,2.0,1.0,0.0,2010/09/02
ひじき,124.0,167.0,139.0,3.0,2013/06/02
muhamad.rapli952@yah,1.0,1.0,1.0,0.0,2011/12/31
neusa maciel,2.0,13.0,2.0,0.0,2011/06/05
eagle123,3.0,39.0,23.0,0.0,2012/05/21
Alexus D,56.0,113.0,311.0,0.0,2013/01/14
charanjit,0.0,20.0,2.0,0.0,2012/12/03
zulay anaya,2.0,1.0,2.0,0.0,2013/03/10
Caroline Nilsson,74.0,238.0,1125.0,0.0,2012/07/31
Julian Montenegro,3.0,13.0,1.0,0.0,2012/05/25
Sandra Hernandez,10.0,22.0,8.0,0.0,2011/09/01
NATALIA CUBILLOS VAR,30.0,124.0,105.0,0.0,2013/02/20
Gerald Bladen,7.0,3.0,1.0,0.0,2011/03/30
김아름,0.0,1.0,3.0,0.0,2013/05/09
saul rainey,0.0,6.0,11.0,0.0,2012/02/18
Amanda Smith,1,19,7,0,2009/03/22
Luis Hernandez,77.0,101.0,51.0,0.0,2010/08/20
玲斗,37.0,43.0,173.0,0.0,2013/08/23
Anita,1.0,3.0,1.0,0.0,2011/02/20
tristan,4,20,1,0,2009/07/03
Tania Mendes,2.0,0.0,1.0,0.0,2010/05/05
Angela  Blaney,1.0,1.0,1.0,0.0,2011/12/26
verdaguer,0.0,1.0,1.0,0.0,2011/03/20
Angel,0.0,0.0,261.0,0.0,2013/07/13
S.D.S.,15.0,54.0,100.0,0.0,2013/08/30
Sandro Silva,0.0,10.0,85.0,0.0,2012/04/06
Veronica James,50.0,93.0,40.0,1.0,2009/12/10
LabBisnisSyariah,1.0,5.0,6.0,0.0,2013/06/30
Anjelica Godinho,0.0,0.0,5.0,0.0,2013/08/20
luis santiago basbus,10.0,19.0,9.0,0.0,2010/08/31
radio-a-n-g,7.0,40.0,1778.0,0.0,2012/02/11
MEGUMI,1.0,0.0,14.0,0.0,2010/04/16
Оксана Демидова,1.0,8.0,2.0,0.0,2012/09/05
Austin McBrien,11.0,68.0,1.0,0.0,2010/08/22
JustinBSpain ©,212.0,241.0,786.0,0.0,2012/04/13
タケ,17,42,1,1,2009/07/24
Luis Lemus,7.0,41.0,7.0,0.0,2012/06/16
Ajim95,39.0,95.0,58.0,0.0,2013/05/10
Patryk Chinol,0.0,0.0,3.0,0.0,2012/12/30
5th ward jp,19.0,23.0,18.0,0.0,2011/06/15
niels olsen,3.0,4.0,1.0,0.0,2012/11/23
elodie Gatto,4.0,56.0,3.0,0.0,2010/05/21
ALEXANDRA LONDOÑO,1.0,12.0,1.0,0.0,2013/06/23
Aubrey Carlisle,1.0,3.0,74.0,0.0,2010/02/19
veronica atzin gomez,1.0,2.0,1.0,0.0,2011/01/21
鈴木彰,2.0,2.0,1.0,0.0,2010/12/22
josé carlos de souza,0.0,9.0,4.0,0.0,2013/06/29
VÊRØ DâRösā,113.0,206.0,19.0,0.0,2013/04/18
zehra saday,2.0,20.0,1.0,0.0,2012/10/07
julia pereira chaves,3.0,43.0,12.0,0.0,2013/01/01
Philip F. Fiore,113,106,142,0,2009/05/10
patty_cham,2.0,9.0,10.0,0.0,2012/03/28
ALFONSO ALIRIO MEJIA,0.0,0.0,1.0,0.0,2012/05/02
Olav Lindkjolen,1.0,197.0,1.0,0.0,2012/08/22
Serk4n K4V,18,51,99,2,2009/11/05
Samual Pike,5.0,34.0,24.0,0.0,2010/03/28
nincsen bela,4.0,0.0,32.0,0.0,2010/06/19
ROBSON MARTINS,4.0,5.0,1.0,0.0,2012/04/20
Brave Art,15.0,44.0,35.0,0.0,2012/06/01
Fake Bradley.,78.0,8.0,25.0,0.0,2011/07/30
james mccullough,3.0,9.0,10.0,0.0,2011/05/23
Ylanoushka✧,91.0,96.0,3383.0,0.0,2013/02/04
Luz suarez,27.0,80.0,116.0,0.0,2012/07/26
Perm,32.0,88.0,60.0,0.0,2011/07/26
Triiniidad_NOT_James,34.0,75.0,170.0,0.0,2013/02/08
metoro,4.0,5.0,7.0,0.0,2010/12/26
vilma rosado,4.0,37.0,10.0,0.0,2013/01/02
jay dela cruz,3.0,15.0,6.0,0.0,2012/03/04
GB3$,1.0,30.0,26.0,0.0,2011/06/12
Elin Kim,2.0,4.0,5.0,0.0,2011/08/01
jay bond,9.0,48.0,14.0,0.0,2012/12/09
francisco,2.0,2.0,1.0,0.0,2013/03/15
김동현,1.0,8.0,11.0,0.0,2010/08/19
コウ,85.0,282.0,344.0,14.0,2010/02/07
emma stringer,3.0,52.0,10.0,0.0,2010/04/23
Prabhakaran G,3.0,4.0,1.0,0.0,2013/04/12
DN,0.0,3.0,1.0,0.0,2013/03/04
Abraham Beltrán,76.0,78.0,929.0,0.0,2010/01/21
Еламан Жексенбаев,6.0,55.0,2.0,0.0,2012/05/30
Elsid,40.0,115.0,134.0,0.0,2012/05/15
SportsMan,2.0,13.0,29.0,0.0,2013/06/30
MeganLouise,20.0,66.0,28.0,0.0,2012/01/14
netty setya,4.0,2.0,4.0,0.0,2010/04/18
angelo varricchio,5.0,25.0,6.0,0.0,2012/12/28
Larrry,0.0,21.0,2.0,0.0,2012/10/24
josh robinson,130,335,114,3,2008/05/13
Feeling Like This.,135.0,103.0,139.0,0.0,2013/03/13
Jalen Davis,28.0,44.0,10.0,0.0,2013/08/16
Lupita Avina,0.0,1.0,3.0,0.0,2011/10/12
서은홍,13.0,8.0,82.0,1.0,2010/11/27
Andrea Gutierrez,44,30,60,0,2009/04/11
Violetita,19.0,89.0,7.0,2.0,2011/11/10
Username1,0.0,75.0,1.0,0.0,2011/12/25
juliandres g,6.0,18.0,3.0,0.0,2010/12/31
krishnendu Dey,6.0,51.0,1.0,0.0,2012/03/02
Tito,8.0,63.0,7.0,0.0,2011/09/03
SemiLau,48.0,79.0,536.0,1.0,2011/06/07
Helen Thalen,1.0,21.0,8.0,0.0,2011/11/18
M.Math,12.0,15.0,128.0,0.0,2010/10/21
maria angelica pache,10.0,23.0,4.0,0.0,2012/10/17
SINDIR MANTAN LO!,4.0,4.0,10.0,0.0,2013/06/25
paulina,12.0,222.0,174.0,0.0,2013/07/22
mary ann,0.0,0.0,1.0,0.0,2010/06/19
bhavanasagar,0.0,10.0,3.0,0.0,2012/02/25
Damla Türkay,141.0,116.0,1441.0,0.0,2010/05/10
kamunyawambugu,0.0,13.0,13.0,0.0,2013/03/23
♪Team Young Mexico♪,210.0,398.0,1209.0,1.0,2012/08/14
Miguel Bento,7.0,9.0,13.0,0.0,2011/02/07
Mhd ridho,128.0,267.0,128.0,0.0,2011/10/08
Lourdes Otero,1.0,11.0,1.0,0.0,2011/11/23
Amjath Khan,0.0,7.0,6.0,0.0,2013/05/20
Nikhil Sharda,80.0,191.0,1294.0,1.0,2010/05/26
Thais Soares,0.0,0.0,4.0,0.0,2011/04/03
PWE_Anachronex,7.0,4.0,19.0,0.0,2012/09/13
VILA BRINKÊ,111.0,311.0,63.0,0.0,2010/08/14
Jeffrey Caballero,5.0,31.0,37.0,0.0,2012/01/04
Morgan Menswear,1.0,0.0,6.0,0.0,2012/12/12
Sheena Bell,4.0,348.0,1.0,0.0,2013/06/16
halid suri,0.0,2.0,1.0,0.0,2013/06/07
Jordan Dmoke,1,0,6,0,2009/09/01
sazi nzama,0.0,9.0,1.0,0.0,2012/11/19
Dj Pauly D,4.0,4.0,13.0,0.0,2012/10/01
برجس,1.0,1.0,1.0,0.0,2013/06/20
@RhatzBieberz,0.0,0.0,1.0,0.0,2012/05/10
